link,make,model,year_of_manufacture,km_driven,fuel_type,ownership,price,location,Reg year,Make year,Reg number,Engine capacity,Spare key,Transmission,KM driven,Fuel type
https://www.cars24.com/buy-used-maruti-alto-2020-cars-hyderabad-10462032784/,Maruti,Alto LXI,2020,"13,485 km",Petrol,1st owner,₹3.53L,"Bachupally, Hyderabad",Jan 2021,2020,TS15-FD3858Engine,796 cc,YesTransmission,ManualKM,"13,485 km",Petrol2020
https://www.cars24.com/buy-used-maruti-alto-800-2013-cars-hyderabad-10417684763/,Maruti,Alto 800 LXI,2013,"48,658 km",Petrol,2nd owner,₹2.19L,"Bachupally, Hyderabad",Aug 2013,2013,AP28-CK4658Engine,796 cc,YesTransmission,ManualKM,"48,658 km",Petrol2013
https://www.cars24.com/buy-used-maruti-celerio-2017-cars-hyderabad-10450636792/,Maruti,Celerio ZXI AMT,2017,"53,241 km",Petrol,1st owner,₹4.80L,"Kompally, Hyderabad",Jul 2017,2017,TS08-FK3626Engine,998 cc,YesTransmission,AutomaticKM,"53,241 km",Petrol2017
https://www.cars24.com/buy-used-maruti-new-wagon-r-2020-cars-hyderabad-10438131780/,Maruti,New Wagon-R VXI 1.2 AMT,2020,"50,380 km",Petrol,2nd owner,₹5.02L,"Kompally, Hyderabad",Aug 2020,2020,TS07-HF9168Engine,1197 cc,YesTransmission,AutomaticKM,"50,380 km",Petrol2020
https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2013-cars-hyderabad-10419735772/,Maruti,Wagon R 1.0 LXI,2013,"51,088 km",Petrol,2nd owner,₹3.11L,"Bachupally, Hyderabad",Feb 2014,2013,AP29-CC0178Engine,998 cc,NoTransmission,ManualKM,"51,088 km",Petrol2013
https://www.cars24.com/buy-used-maruti-ignis-2018-cars-hyderabad-10498188786/,Maruti,IGNIS DELTA 1.2 AMT,2018,"33,509 km",Petrol,1st owner,₹5.17L,"Bachupally, Hyderabad",Mar 2018,2018,TS11-EM3370Engine,1197 cc,YesTransmission,AutomaticKM,"33,509 km",Petrol2018
https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2016-cars-hyderabad-10439486760/,Maruti,Wagon R 1.0 VXI,2016,"77,225 km",Petrol,1st owner,₹3.59L,"Kompally, Hyderabad",Nov 2016,2016,TS08-EZ6049Engine,998 cc,YesTransmission,ManualKM,"77,225 km",Petrol2016
https://www.cars24.com/buy-used-maruti-ignis-2020-cars-hyderabad-10460636753/,Maruti,IGNIS DELTA 1.2,2020,"77,633 km",Petrol,1st owner,₹5.12L,"Kompally, Hyderabad",Aug 2020,2020,TS07-HH0356Engine,1197 cc,NoTransmission,ManualKM,"77,633 km",Petrol2020
https://www.cars24.com/buy-used-maruti-celerio-2014-cars-hyderabad-10478381726/,Maruti,Celerio VXI AMT,2014,"98,335 km",Petrol,1st owner,₹3.65L,"Bachupally, Hyderabad",Jan 2015,2014,TS07-EH3718Engine,998 cc,YesTransmission,AutomaticKM,"98,335 km",Petrol2014
https://www.cars24.com/buy-used-maruti-baleno-2016-cars-hyderabad-10428335785/,Maruti,Baleno DELTA PETROL 1.2,2016,"93,648 km",Petrol,3rd owner,₹5.47L,"Kompally, Hyderabad",Apr 2016,2016,TS07-EW8982Engine,1197 cc,YesTransmission,ManualKM,"93,648 km",Petrol2016
https://www.cars24.com/buy-used-maruti-celerio-2023-cars-hyderabad-10416630778/,Maruti,Celerio ZXI AMT,2023,"17,447 km",Petrol,1st owner,₹6.44L,"Bachupally, Hyderabad",Jul 2023,2023,TS15-FM5499Engine,998 cc,YesTransmission,AutomaticKM,"17,447 km",Petrol2023
https://www.cars24.com/buy-used-maruti-s-presso-2021-cars-hyderabad-10405930750/,Maruti,S PRESSO VXI+,2021,"46,355 km",Petrol,1st owner,₹4.36L,"Attapur, Hyderabad",Dec 2021,2021,TS36-L0090Engine,998 cc,NoTransmission,ManualKM,"46,355 km",Petrol2021
https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2018-cars-hyderabad-10423130780/,Maruti,Wagon R 1.0 VXI,2018,"76,210 km",Petrol,1st owner,₹4.20L,"Kompally, Hyderabad",Oct 2018,2018,TS15-ET3280Engine,998 cc,YesTransmission,ManualKM,"76,210 km",Petrol2018
https://www.cars24.com/buy-used-maruti-alto-k10-2018-cars-hyderabad-10440788732/,Maruti,Alto K10 VXI,2018,"1,02,545 km",Petrol,1st owner,₹3.13L,"Attapur, Hyderabad",May 2018,2018,TS08-FU7721Engine,998 cc,YesTransmission,ManualKM,"102,545 km",Petrol2018
https://www.cars24.com/buy-used-maruti-new-wagon-r-2022-cars-hyderabad-10420337770/,Maruti,New Wagon-R ZXI 1.2,2022,"22,594 km",Petrol,1st owner,₹5.70L,"Bachupally, Hyderabad",Sep 2022,2022,TS07-JH6915Engine,1197 cc,YesTransmission,ManualKM,"22,594 km",Petrol2022
https://www.cars24.com/buy-used-maruti-alto-800-2017-cars-hyderabad-10492035754/,Maruti,Alto 800 LXI,2017,"63,989 km",Petrol,2nd owner,₹2.78L,"Attapur, Hyderabad",Mar 2018,2017,TS08-FT5439Engine,796 cc,YesTransmission,ManualKM,"63,989 km",Petrol2017
https://www.cars24.com/buy-used-maruti-new-wagon-r-2020-cars-hyderabad-10417839715/,Maruti,New Wagon-R VXI (O) 1.2 AMT,2020,"26,074 km",Petrol,1st owner,₹5.73L,"Bachupally, Hyderabad",Sep 2020,2020,TS08-HE3521Engine,1197 cc,YesTransmission,AutomaticKM,"26,074 km",Petrol2020
https://www.cars24.com/buy-used-maruti-new-wagon-r-2020-cars-hyderabad-10433980723/,Maruti,New Wagon-R ZXI 1.2,2020,"52,823 km",Petrol,1st owner,₹5.09L,"Kompally, Hyderabad",Oct 2020,2020,AP39-GD1255Engine,1197 cc,YesTransmission,ManualKM,"52,823 km",Petrol2020
https://www.cars24.com/buy-used-maruti-new-wagon-r-2022-cars-hyderabad-10446930773/,Maruti,New Wagon-R VXI 1.0 AMT,2022,"9,301 km",Petrol,1st owner,₹5.84L,"Bachupally, Hyderabad",Mar 2023,2022,TS08-KE5082Insurance,,NoTransmission,AutomaticKM,"9,301 km",Petrol2022
https://www.cars24.com/buy-used-maruti-new-wagon-r-2021-cars-hyderabad-10475437712/,Maruti,New Wagon-R VXI 1.0,2021,"40,215 km",Petrol,1st owner,₹5.17L,"Kompally, Hyderabad",Dec 2021,2021,TS35-F8351Engine,998 cc,YesTransmission,ManualKM,"40,215 km",Petrol2021
https://www.cars24.com/buy-used-maruti-ciaz-2021-cars-hyderabad-10466635786/,Maruti,Ciaz ALPHA AT 1.5 SHVS PETROL,2021,"57,002 km",Petrol,1st owner,₹9.61L,"Bachupally, Hyderabad",Oct 2021,2021,TS08-HU0247Engine,1462 cc,NoTransmission,AutomaticKM,"57,002 km",Petrol2021
https://www.cars24.com/buy-used-maruti-new-wagon-r-2019-cars-hyderabad-10475334711/,Maruti,New Wagon-R VXI 1.2,2019,"49,347 km",Petrol,1st owner,₹5.03L,"Bachupally, Hyderabad",Aug 2019,2019,TS08-GN9783Engine,1197 cc,YesTransmission,ManualKM,"49,347 km",Petrol2019
https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-hyderabad-10487280720/,Maruti,Wagon R 1.0 VXI,2014,"83,098 km",Petrol,2nd owner,₹3.24L,"Attapur, Hyderabad",Jul 2014,2014,TS15-EB1672Engine,998 cc,NoTransmission,ManualKM,"83,098 km",Petrol2014
https://www.cars24.com/buy-used-maruti-celerio-2017-cars-hyderabad-10474735791/,Maruti,Celerio ZXI,2017,"81,204 km",Petrol,1st owner,₹4.19L,"Kompally, Hyderabad",Aug 2017,2017,TS11-EK8674Engine,998 cc,YesTransmission,ManualKM,"81,204 km",Petrol2017
https://www.cars24.com/buy-used-maruti-celerio-2017-cars-hyderabad-10483881782/,Maruti,Celerio ZXI AMT,2017,"72,304 km",Petrol,1st owner,₹4.49L,"Attapur, Hyderabad",Jun 2017,2017,TS08-FE9459Insurance,,YesTransmission,AutomaticKM,"72,304 km",Petrol2017
https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-hyderabad-10481280729/,Maruti,Wagon R 1.0 VXI,2014,"76,186 km",Petrol,1st owner,₹3.26L,"Kompally, Hyderabad",Oct 2014,2014,TS08-EE0017Engine,998 cc,YesTransmission,ManualKM,"76,186 km",Petrol2014
https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2014-cars-hyderabad-10439031792/,Maruti,Wagon R 1.0 VXI,2014,"98,723 km",Petrol,2nd owner,₹3.06L,"Bachupally, Hyderabad",Sep 2014,2014,TS07-ED7933Engine,998 cc,YesTransmission,ManualKM,"98,723 km",Petrol2014
https://www.cars24.com/buy-used-maruti-celerio-2019-cars-hyderabad-10488636734/,Maruti,Celerio ZXI,2019,"99,910 km",Petrol,2nd owner,₹4.50L,"Kompally, Hyderabad",Dec 2019,2019,TS35-C7400Engine,998 cc,NoTransmission,ManualKM,"99,910 km",Petrol2019
https://www.cars24.com/buy-used-maruti-alto-2022-cars-hyderabad-10469832732/,Maruti,Alto LXI O,2022,"26,385 km",Petrol,1st owner,₹3.97L,"Attapur, Hyderabad",Dec 2022,2022,TS15-FK4302Engine,796 cc,YesTransmission,ManualKM,"26,385 km",Petrol2022
https://www.cars24.com/buy-used-maruti-baleno-2019-cars-hyderabad-10401386710/,Maruti,Baleno ZETA CVT PETROL 1.2,2019,"86,242 km",Petrol,1st owner,₹7.18L,"Attapur, Hyderabad",May 2019,2019,TS13-EN8095Engine,1197 cc,YesTransmission,AutomaticKM,"86,242 km",Petrol2019
https://www.cars24.com/buy-used-maruti-alto-2023-cars-hyderabad-10470430783/,Maruti,Alto VXI PLUS,2023,"29,652 km",Petrol,1st owner,₹4.45L,"Bachupally, Hyderabad",Apr 2023,2023,TS07-HZ9459Engine,796 cc,NoTransmission,ManualKM,"29,652 km",Petrol2023
https://www.cars24.com/buy-used-maruti-alto-k10-2016-cars-hyderabad-10444287785/,Maruti,Alto K10 VXI AMT,2016,"17,627 km",Petrol,2nd owner,₹3.28L,"Kompally, Hyderabad",Nov 2016,2016,TS07-FH7089Engine,998 cc,YesTransmission,AutomaticKM,"17,627 km",Petrol2016
https://www.cars24.com/buy-used-maruti-swift-2018-cars-hyderabad-10413838733/,Maruti,Swift VXI,2018,"78,023 km",Petrol,1st owner,₹5.39L,"Kompally, Hyderabad",Oct 2018,2018,TS08-FY8637Engine,1197 cc,YesTransmission,ManualKM,"78,023 km",Petrol2018
https://www.cars24.com/buy-used-toyota-innova-2015-cars-hyderabad-11019954701/,Toyota,Innova 2.5 GX 8 STR,2015,"82,593 km",Diesel,1st owner,₹11.50L,"Kompally, Hyderabad",May 2015,2015,HR29-AJ4011Engine,2494 cc,NoTransmission,ManualKM,"82,593 km",Diesel2015
https://www.cars24.com/buy-used-maruti-baleno-2022-cars-hyderabad-10489433781/,Maruti,Baleno ALPHA PETROL 1.2,2022,"31,283 km",Petrol,1st owner,₹8.58L,"Kompally, Hyderabad",Sep 2022,2022,TS07-JJ8931Engine,1197 cc,NoTransmission,ManualKM,"31,283 km",Petrol2022
https://www.cars24.com/buy-used-maruti-brezza-2023-cars-hyderabad-10457438791/,Maruti,BREZZA ZXI SMART HYBRID,2023,"18,693 km",Petrol,1st owner,₹11.46L,"Bachupally, Hyderabad",May 2023,2023,TS07-JU7233Engine,1462 cc,YesTransmission,ManualKM,"18,693 km",Petrol2023
https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2012-cars-hyderabad-10412284751/,Maruti,Wagon R 1.0 LXI,2012,"72,470 km",Petrol,1st owner,₹2.70L,"Kompally, Hyderabad",Jun 2012,2012,AP10-BA5770Engine,998 cc,NoTransmission,ManualKM,"72,470 km",Petrol2012
https://www.cars24.com/buy-used-maruti-wagon-r-1.0-2015-cars-hyderabad-10484385764/,Maruti,Wagon R 1.0 VXI,2015,"29,956 km",Petrol,1st owner,₹3.75L,"Attapur, Hyderabad",Aug 2015,2015,TS10-EE2856Engine,998 cc,NoTransmission,ManualKM,"29,956 km",Petrol2015
https://www.cars24.com/buy-used-maruti-alto-k10-2023-cars-hyderabad-10433830733/,Maruti,Alto K10 VXI PLUS AMT,2023,"8,023 km",Petrol,1st owner,₹5.65L,"Attapur, Hyderabad",Oct 2023,2023,TS08-JY0812Engine,998 cc,NoTransmission,AutomaticKM,"8,023 km",Petrol2023
https://www.cars24.com/buy-used-maruti-alto-2022-cars-hyderabad-19265533737/,Maruti,Alto VXI,2022,"19,886 km",Petrol,1st owner,₹4.24L,"Kompally, Hyderabad",Mar 2022,2022,TS26-G1607Engine,796 cc,YesTransmission,ManualKM,"19,886 km",Petrol2022
https://www.cars24.com/buy-used-maruti-swift-2013-cars-hyderabad-10489238746/,Maruti,Swift VDI,2013,"69,399 km",Diesel,1st owner,₹4.31L,"Kompally, Hyderabad",Sep 2013,2013,AP10-BE8657Engine,1248 cc,NoTransmission,ManualKM,"69,399 km",Diesel2013
